Frame,Time (Seconds),qX,qY,qZ,qW,pX,pY,pZ
13985,38.847222,-0.052631,-0.671772,0.094120,-0.732867,2.163638,1.002488,-0.075921
13986,38.850000,-0.046866,-0.671633,0.096533,-0.733072,2.166081,1.003394,-0.074590
13987,38.852778,-0.046563,-0.674324,0.092786,-0.731102,2.168235,1.003089,-0.074643
13988,38.855556,-0.047426,-0.676223,0.091612,-0.729439,2.170363,1.002996,-0.075566
13989,38.858333,-0.047131,-0.679296,0.094422,-0.726237,2.172242,1.004125,-0.075736
13990,38.861111,-0.044876,-0.684574,0.092144,-0.721702,2.174299,1.003416,-0.075493
13991,38.863889,-0.043900,-0.687354,0.091835,-0.719155,2.176332,1.003499,-0.075664
13992,38.866667,-0.044847,-0.688392,0.091560,-0.718138,2.177564,1.003468,-0.076562
13993,38.869444,-0.046723,-0.685119,0.089871,-0.721354,2.179477,1.003524,-0.077248
13994,38.872222,-0.049588,-0.684914,0.086243,-0.721801,2.181289,1.003979,-0.078350
13995,38.875000,-0.048355,-0.681735,0.084451,-0.725098,2.183295,1.003771,-0.079467
13996,38.877778,-0.051596,-0.677980,0.080054,-0.728885,2.185435,1.003458,-0.080887
13997,38.880556,-0.053889,-0.672243,0.080456,-0.733971,2.187201,1.003846,-0.082307
13998,38.883333,-0.055670,-0.676401,0.076228,-0.730460,2.189070,1.003101,-0.083125
13999,38.886111,-0.057039,-0.679109,0.070576,-0.728407,2.190913,1.003734,-0.082851
14000,38.888889,-0.054225,-0.680481,0.072957,-0.727105,2.192876,1.003782,-0.082442
14001,38.891667,-0.049011,-0.677410,0.078773,-0.729731,2.194618,1.002833,-0.081876
14002,38.894444,-0.044903,-0.674591,0.081834,-0.732266,2.196494,1.003658,-0.080851
14003,38.897222,-0.039865,-0.665355,0.087673,-0.740288,2.198186,1.003459,-0.079764
14004,38.900000,-0.034688,-0.659391,0.091120,-0.745451,2.200254,1.003343,-0.078726
14005,38.902778,-0.034283,-0.655948,0.089769,-0.748664,2.201992,1.003361,-0.079097
14006,38.905556,-0.036666,-0.653940,0.086740,-0.750662,2.203975,1.002697,-0.079941
14007,38.908333,-0.039860,-0.648874,0.083499,-0.755249,2.206191,1.003201,-0.081607
14008,38.911111,-0.049658,-0.648598,0.071066,-0.756177,2.207193,1.003869,-0.081475
14009,38.913889,-0.054596,-0.648347,0.075508,-0.755622,2.208791,1.004286,-0.081584
14010,38.916667,-0.044393,-0.657714,0.082697,-0.747397,2.209963,1.003983,-0.081533
14011,38.919444,-0.037681,-0.661889,0.085685,-0.743735,2.211835,1.003651,-0.080224
14012,38.922222,-0.037987,-0.675310,0.088413,-0.731229,2.213528,1.005829,-0.078316
14013,38.925000,-0.031860,-0.680861,0.090744,-0.726071,2.215842,1.005499,-0.077682
14014,38.927778,-0.027919,-0.682297,0.087261,-0.725312,2.218374,1.005313,-0.077815
14015,38.930556,-0.029091,-0.686060,0.084413,-0.722045,2.220592,1.005520,-0.078527
14016,38.933333,-0.026904,-0.686183,0.085870,-0.721842,2.222549,1.005478,-0.078593
14017,38.936111,-0.025328,-0.685222,0.086906,-0.722687,2.224098,1.005596,-0.079060
14018,38.938889,-0.025960,-0.682897,0.087001,-0.724851,2.225485,1.006080,-0.079485
14019,38.941667,-0.029286,-0.681315,0.087312,-0.726174,2.227109,1.007048,-0.080107
14020,38.944444,-0.028546,-0.681487,0.085478,-0.726260,2.229255,1.006097,-0.080700
14021,38.947222,-0.028368,-0.680856,0.081642,-0.727299,2.231524,1.005365,-0.082203
14022,38.950000,-0.034052,-0.681685,0.078765,-0.726596,2.233059,1.005376,-0.083850
14023,38.952778,-0.036588,-0.680315,0.076601,-0.727987,2.234700,1.005929,-0.084313
14024,38.955556,-0.036898,-0.678065,0.075590,-0.730173,2.236522,1.005656,-0.085446
14025,38.958333,-0.039218,-0.682688,0.072155,-0.726080,2.238415,1.005673,-0.086564
14026,38.961111,-0.054928,-0.680319,0.057336,-0.728603,2.240723,1.005822,-0.084246
14027,38.963889,-0.046437,-0.679074,0.067603,-0.729474,2.242748,1.005741,-0.084484
14028,38.966667,-0.025737,-0.674652,0.081751,-0.733143,2.244152,1.006749,-0.082925
14029,38.969444,-0.017940,-0.670049,0.088486,-0.736806,2.246284,1.006547,-0.081218
14030,38.972222,-0.009089,-0.664040,0.106409,-0.740031,2.248395,1.006157,-0.082639
14031,38.975000,-0.018427,-0.662646,0.088017,-0.743515,2.249162,1.006746,-0.081665
14032,38.977778,-0.021193,-0.663555,0.081907,-0.743328,2.251304,1.006366,-0.083164
14033,38.980556,-0.022882,-0.658874,0.083401,-0.747265,2.252469,1.006877,-0.083578
14034,38.983333,-0.023353,-0.656961,0.080176,-0.749286,2.254287,1.006777,-0.083780
14035,38.986111,-0.024211,-0.657478,0.081254,-0.748689,2.255362,1.008209,-0.083460
14036,38.988889,-0.023517,-0.658392,0.080148,-0.748026,2.257101,1.007747,-0.083915
14037,38.991667,-0.018884,-0.664394,0.082124,-0.742617,2.258730,1.006308,-0.083396
14038,38.994444,-0.014603,-0.673250,0.084048,-0.734478,2.260611,1.006651,-0.082398
14039,38.997222,-0.012735,-0.682201,0.086212,-0.725953,2.262544,1.008333,-0.080778
14040,39.000000,-0.009920,-0.688648,0.087730,-0.719701,2.264015,1.009639,-0.079578
14041,39.002778,-0.006800,-0.681542,0.085731,-0.726708,2.266699,1.008487,-0.080652
14042,39.005556,-0.008942,-0.677399,0.084252,-0.730720,2.268315,1.008590,-0.082113
14043,39.008333,-0.010399,-0.672623,0.084539,-0.735067,2.269126,1.009586,-0.083644
14044,39.011111,-0.008800,-0.669362,0.083153,-0.738216,2.271661,1.009454,-0.083745
14045,39.013889,-0.008758,-0.672706,0.082848,-0.735205,2.273680,1.009835,-0.084445
14046,39.016667,-0.011083,-0.676827,0.078365,-0.731875,2.275063,1.009705,-0.085468
14047,39.019444,-0.014314,-0.678946,0.076012,-0.730102,2.276680,1.009704,-0.086649
14048,39.022222,-0.016840,-0.678526,0.072959,-0.730750,2.278712,1.009739,-0.087712
14049,39.025000,-0.019793,-0.683452,0.071434,-0.726222,2.279733,1.010013,-0.088560
14050,39.027778,-0.020926,-0.682986,0.069193,-0.726846,2.281499,1.009593,-0.089918
14051,39.030556,-0.024806,-0.680650,0.065773,-0.729228,2.283541,1.010023,-0.091022
14052,39.033333,-0.026450,-0.683076,0.064916,-0.726976,2.285169,1.010178,-0.091971
14053,39.036111,-0.045104,-0.681983,0.035886,-0.729093,2.286277,1.011124,-0.087719
14054,39.038889,-0.015388,-0.674685,0.069457,-0.734669,2.289010,1.010151,-0.088982
14055,39.041667,-0.007463,-0.669662,0.077549,-0.738568,2.290363,1.011688,-0.086761
14056,39.044444,-0.003656,-0.664660,0.079415,-0.742904,2.292032,1.011529,-0.086554
14057,39.047222,-0.008456,-0.662695,0.074994,-0.745077,2.293838,1.010168,-0.087284
14058,39.050000,-0.008038,-0.660490,0.070382,-0.747486,2.295930,1.010772,-0.089016
14059,39.052778,-0.011137,-0.663814,0.069004,-0.744625,2.297289,1.010408,-0.089562
14060,39.055556,-0.010131,-0.664697,0.068873,-0.743863,2.298518,1.010242,-0.089531
14061,39.058333,-0.015506,-0.668490,0.069430,-0.740311,2.299261,1.011152,-0.090279
14062,39.061111,-0.012187,-0.664114,0.071726,-0.744083,2.300689,1.012089,-0.089345
14063,39.063889,-0.028498,-0.672733,0.059165,-0.736965,2.302269,1.013603,-0.087160
14064,39.066667,-0.009738,-0.680999,0.072414,-0.728630,2.303772,1.011365,-0.088908
14065,39.069444,-0.011932,-0.692805,0.073179,-0.717303,2.305094,1.014451,-0.087235
14066,39.072222,-0.006321,-0.696281,0.077622,-0.713532,2.306673,1.014812,-0.086216
14067,39.075000,-0.001663,-0.688876,0.076745,-0.720803,2.309114,1.013832,-0.087504
14068,39.077778,-0.005195,-0.685525,0.073069,-0.724355,2.310416,1.014144,-0.089178
14069,39.080556,-0.005477,-0.675952,0.071767,-0.733423,2.312101,1.015123,-0.090365
14070,39.083333,-0.007970,-0.676311,0.070420,-0.733199,2.313475,1.015432,-0.091769
14071,39.086111,-0.006846,-0.674671,0.070264,-0.734735,2.315395,1.015410,-0.092619
14072,39.088889,-0.010920,-0.676446,0.065268,-0.733513,2.316875,1.015384,-0.094444
14073,39.091667,-0.014047,-0.671776,0.062916,-0.737944,2.318691,1.015691,-0.095522
14074,39.094444,-0.017979,-0.674202,0.060588,-0.735838,2.319813,1.015646,-0.096870
14075,39.097222,-0.019492,-0.677165,0.058255,-0.733262,2.321206,1.015404,-0.097895
14076,39.100000,-0.023428,-0.680868,0.055392,-0.729932,2.322890,1.015901,-0.098838
14077,39.102778,-0.026485,-0.679636,0.052614,-0.731181,2.324425,1.016030,-0.100355
14078,39.105556,-0.026727,-0.681222,0.049988,-0.729879,2.325749,1.015924,-0.100936
14079,39.108333,-0.046835,-0.684483,0.029729,-0.726915,2.326657,1.017970,-0.097189
14080,39.111111,-0.019530,-0.676639,0.056804,-0.733861,2.328881,1.016996,-0.098028
14081,39.113889,-0.009504,-0.672749,0.067467,-0.736727,2.330127,1.018388,-0.096215
14082,39.116667,0.000538,-0.667318,0.072774,-0.741209,2.331218,1.018963,-0.097256
14083,39.119444,-0.018283,-0.668411,0.057896,-0.741310,2.332500,1.017394,-0.098150
14084,39.122222,-0.019210,-0.667131,0.056645,-0.742535,2.334383,1.017442,-0.099590
14085,39.125000,-0.020398,-0.665848,0.055444,-0.743744,2.335481,1.017231,-0.100186
14086,39.127778,-0.018714,-0.664041,0.055535,-0.745396,2.337068,1.018177,-0.099495
14087,39.130556,-0.019438,-0.661176,0.058781,-0.747672,2.338202,1.019751,-0.098384
14088,39.133333,-0.018878,-0.661896,0.059434,-0.746997,2.339188,1.020215,-0.098449
14089,39.136111,-0.018626,-0.663837,0.058052,-0.745388,2.341007,1.020447,-0.098713
14090,39.138889,-0.016264,-0.669418,0.058455,-0.740404,2.342528,1.020597,-0.098742
14091,39.141667,-0.018415,-0.684523,0.058972,-0.726369,2.343254,1.021336,-0.098019
14092,39.144444,-0.012168,-0.685031,0.062550,-0.725722,2.344914,1.022082,-0.097071
14093,39.147222,-0.012734,-0.686613,0.063116,-0.724167,2.346061,1.022960,-0.097441
14094,39.150000,-0.014336,-0.680377,0.060484,-0.730221,2.347500,1.022903,-0.098876
14095,39.152778,-0.019267,-0.679683,0.057563,-0.730990,2.348856,1.023651,-0.100682
14096,39.155556,-0.018337,-0.677582,0.056447,-0.733049,2.350281,1.023907,-0.102188
14097,39.158333,-0.018734,-0.674829,0.055817,-0.735622,2.352026,1.023921,-0.103126
14098,39.161111,-0.024351,-0.678192,0.049737,-0.732795,2.353587,1.024042,-0.104666
14099,39.163889,-0.026899,-0.678110,0.049165,-0.732821,2.354483,1.024445,-0.105801
14100,39.166667,-0.029510,-0.680619,0.047557,-0.730497,2.355781,1.024505,-0.107103
14101,39.169444,-0.034267,-0.683886,0.044027,-0.727452,2.357025,1.024779,-0.108230
14102,39.172222,-0.038532,-0.684560,0.040242,-0.726824,2.358044,1.025343,-0.109645
14103,39.175000,-0.039920,-0.682287,0.041766,-0.728797,2.359284,1.025620,-0.110362
14104,39.177778,-0.038524,-0.677938,0.043331,-0.732829,2.360555,1.027496,-0.109608
14105,39.180556,-0.037524,-0.679863,0.046671,-0.730890,2.361357,1.028287,-0.108750
14106,39.183333,-0.032534,-0.677473,0.045422,-0.733422,2.363343,1.027171,-0.108169
14107,39.186111,-0.032426,-0.677335,0.044711,-0.733598,2.364863,1.027323,-0.108536
14108,39.188889,-0.031054,-0.671722,0.044698,-0.738801,2.366807,1.027340,-0.108167
14109,39.191667,-0.031836,-0.669594,0.044735,-0.740695,2.367706,1.027802,-0.108602
14110,39.194444,-0.030602,-0.666158,0.045507,-0.743792,2.368980,1.027642,-0.108358
14111,39.197222,-0.033226,-0.671268,0.046050,-0.739036,2.369316,1.028489,-0.108227
14112,39.200000,-0.031391,-0.669407,0.047094,-0.740737,2.370941,1.029435,-0.107420
14113,39.202778,-0.028738,-0.666072,0.051036,-0.743584,2.372263,1.029240,-0.105687
14114,39.205556,-0.027722,-0.671968,0.051901,-0.738239,2.373338,1.029855,-0.105116
14115,39.208333,-0.028188,-0.680120,0.051889,-0.730718,2.374263,1.030773,-0.105340
14116,39.211111,-0.027880,-0.681114,0.051338,-0.729843,2.375991,1.031560,-0.105197
14117,39.213889,-0.028412,-0.682415,0.050848,-0.728641,2.377005,1.031641,-0.106105
14118,39.216667,-0.030043,-0.687871,0.049903,-0.723492,2.378026,1.031869,-0.106482
14119,39.219444,-0.026842,-0.687865,0.053235,-0.723386,2.378889,1.032062,-0.106374
14120,39.222222,-0.025630,-0.687096,0.054183,-0.724091,2.380035,1.033351,-0.105666
14121,39.225000,-0.023570,-0.680795,0.056406,-0.729919,2.380887,1.034236,-0.106683
14122,39.227778,-0.026391,-0.677488,0.052813,-0.733160,2.382619,1.033694,-0.108265
14123,39.230556,-0.030585,-0.672431,0.052653,-0.737651,2.383734,1.033837,-0.110359
14124,39.233333,-0.034350,-0.671621,0.050124,-0.738399,2.384919,1.034499,-0.111629
14125,39.236111,-0.035414,-0.670661,0.048071,-0.739357,2.386353,1.034377,-0.112670
14126,39.238889,-0.037071,-0.670635,0.048014,-0.739303,2.387148,1.035329,-0.113137
14127,39.241667,-0.040958,-0.672418,0.044958,-0.737669,2.388226,1.035520,-0.114046
14128,39.244444,-0.042609,-0.670474,0.044616,-0.739364,2.389434,1.036521,-0.114651
14129,39.247222,-0.042776,-0.671543,0.044574,-0.738386,2.390626,1.037056,-0.115285
14130,39.250000,-0.042007,-0.669901,0.046317,-0.739813,2.391290,1.037071,-0.114893
14131,39.252778,-0.039658,-0.669088,0.047284,-0.740616,2.392838,1.037634,-0.114097
14132,39.255556,-0.039854,-0.668243,0.046350,-0.741427,2.393798,1.038441,-0.114114
14133,39.258333,-0.042344,-0.667645,0.045716,-0.741867,2.395166,1.038304,-0.114818
14134,39.261111,-0.044167,-0.676313,0.041411,-0.734122,2.396314,1.036559,-0.116319
14135,39.263889,-0.059821,-0.671727,0.015915,-0.738208,2.397258,1.037555,-0.112913
14136,39.266667,-0.042775,-0.673487,0.042901,-0.736712,2.398462,1.037710,-0.114273
14137,39.269444,-0.038387,-0.668247,0.047987,-0.741397,2.399434,1.038494,-0.112285
14138,39.272222,-0.039143,-0.664842,0.051093,-0.744206,2.400133,1.039269,-0.111100
14139,39.275000,-0.037418,-0.670388,0.052719,-0.739189,2.400709,1.039449,-0.111292
14140,39.277778,-0.033422,-0.666393,0.052872,-0.742972,2.402575,1.039114,-0.110955
14141,39.280556,-0.032488,-0.670800,0.055791,-0.738823,2.403599,1.039688,-0.109656
14142,39.283333,-0.029583,-0.671349,0.062658,-0.737895,2.404438,1.040502,-0.108038
14143,39.286111,-0.029768,-0.678642,0.057378,-0.731620,2.405882,1.040835,-0.108054
14144,39.288889,-0.031550,-0.676897,0.057820,-0.733125,2.406890,1.040284,-0.108808
14145,39.291667,-0.038374,-0.679496,0.056443,-0.730498,2.406771,1.041263,-0.110372
14146,39.294444,-0.064027,-0.675162,0.040089,-0.733791,2.408412,1.042424,-0.107158
14147,39.297222,-0.035115,-0.677943,0.057829,-0.731994,2.409534,1.041293,-0.109926
14148,39.300000,-0.030043,-0.678945,0.062989,-0.730865,2.410052,1.041947,-0.109491
14149,39.302778,-0.032658,-0.681571,0.065481,-0.728085,2.410750,1.043400,-0.109550
14150,39.305556,-0.035619,-0.678785,0.059714,-0.731038,2.412312,1.041907,-0.111237
14151,39.308333,-0.040945,-0.677645,0.060168,-0.731779,2.412871,1.043074,-0.112644
14152,39.311111,-0.041733,-0.679067,0.055854,-0.730758,2.414472,1.042462,-0.114107
14153,39.313889,-0.043203,-0.681768,0.055458,-0.728183,2.415782,1.042951,-0.114364
14154,39.316667,-0.044736,-0.683228,0.054435,-0.726798,2.416868,1.042875,-0.115299
14155,39.319444,-0.042933,-0.679080,0.056419,-0.730632,2.417655,1.043398,-0.115650
14156,39.322222,-0.043625,-0.677785,0.058042,-0.731667,2.418593,1.044115,-0.115755
14157,39.325000,-0.043916,-0.676902,0.060975,-0.732228,2.418986,1.045137,-0.115328
14158,39.327778,-0.040348,-0.674310,0.062301,-0.734708,2.420536,1.044187,-0.114643
14159,39.330556,-0.040440,-0.672821,0.062146,-0.736081,2.421348,1.044557,-0.114712
14160,39.333333,-0.042598,-0.667019,0.063048,-0.741145,2.422421,1.045346,-0.115209
14161,39.336111,-0.048488,-0.671030,0.055357,-0.737769,2.423603,1.044490,-0.117357
14162,39.338889,-0.050085,-0.670185,0.055582,-0.738414,2.424365,1.044855,-0.118029
14163,39.341667,-0.048720,-0.668987,0.054485,-0.739672,2.425861,1.045098,-0.117786
14164,39.344444,-0.046596,-0.668839,0.058186,-0.739660,2.426652,1.044762,-0.115929
14165,39.347222,-0.043903,-0.672941,0.060982,-0.735869,2.427171,1.045338,-0.114298
14166,39.350000,-0.040515,-0.672733,0.064690,-0.735938,2.428324,1.045273,-0.112539
14167,39.352778,-0.038535,-0.675733,0.067716,-0.733018,2.429146,1.045448,-0.111188
14168,39.355556,-0.038697,-0.680587,0.070022,-0.728286,2.429547,1.045975,-0.110529
14169,39.358333,-0.037724,-0.680348,0.071839,-0.728384,2.430749,1.046134,-0.109995
14170,39.361111,-0.030874,-0.678055,0.073074,-0.730718,2.432644,1.044915,-0.109239
14171,39.363889,-0.030347,-0.679365,0.074543,-0.729373,2.433712,1.045131,-0.108213
14172,39.366667,-0.031976,-0.683875,0.077266,-0.724792,2.434270,1.045891,-0.107550
14173,39.369444,-0.027131,-0.670474,0.081656,-0.736926,2.435586,1.045465,-0.107326
14174,39.372222,-0.029247,-0.665792,0.082171,-0.741022,2.435866,1.045927,-0.107615
14175,39.375000,-0.033001,-0.666213,0.082306,-0.740471,2.436380,1.046571,-0.108882
14176,39.377778,-0.031537,-0.663850,0.084670,-0.742388,2.437571,1.046231,-0.109680
14177,39.380556,-0.035948,-0.672143,0.085410,-0.734600,2.438116,1.046210,-0.109907
14178,39.383333,-0.036855,-0.670311,0.083382,-0.736459,2.439347,1.045902,-0.110270
14179,39.386111,-0.036217,-0.672304,0.084888,-0.734499,2.440052,1.045345,-0.110933
14180,39.388889,-0.039745,-0.677892,0.085867,-0.729048,2.440364,1.046473,-0.110715
14181,39.391667,-0.040466,-0.677515,0.084528,-0.729514,2.441666,1.045979,-0.111452
14182,39.394444,-0.042058,-0.680234,0.083155,-0.727047,2.443043,1.045542,-0.112413
14183,39.397222,-0.041101,-0.678144,0.081286,-0.729263,2.444559,1.045024,-0.113577
14184,39.400000,-0.044574,-0.680197,0.081727,-0.727094,2.445269,1.045520,-0.114745
14185,39.402778,-0.045063,-0.677962,0.085064,-0.728767,2.445555,1.046447,-0.114384
14186,39.405556,-0.041800,-0.672889,0.088734,-0.733212,2.446784,1.046445,-0.113483
14187,39.408333,-0.040569,-0.675224,0.089207,-0.731074,2.447542,1.046227,-0.113307
14188,39.411111,-0.041051,-0.675869,0.085014,-0.730950,2.449296,1.046266,-0.113723
14189,39.413889,-0.042447,-0.670865,0.084444,-0.735532,2.450184,1.045696,-0.114547
14190,39.416667,-0.046954,-0.667423,0.082858,-0.738563,2.451171,1.045264,-0.115630
14191,39.419444,-0.049487,-0.666031,0.083896,-0.739537,2.451705,1.045300,-0.116637
14192,39.422222,-0.051142,-0.666835,0.084128,-0.738673,2.452236,1.045320,-0.116738
14193,39.425000,-0.050756,-0.672585,0.084867,-0.733383,2.453096,1.045554,-0.115785
14194,39.427778,-0.047776,-0.672895,0.085236,-0.733256,2.454488,1.044960,-0.114493
14195,39.430556,-0.045935,-0.678650,0.086184,-0.727940,2.455213,1.044558,-0.113226
14196,39.433333,-0.043936,-0.682045,0.091001,-0.724295,2.456237,1.044831,-0.111555
14197,39.436111,-0.042432,-0.684510,0.092315,-0.721889,2.456954,1.045097,-0.110483
14198,39.438889,-0.039239,-0.681768,0.094845,-0.724332,2.458458,1.044609,-0.109433
14199,39.441667,-0.037543,-0.682823,0.097065,-0.723133,2.459652,1.043850,-0.109359
14200,39.444444,-0.035046,-0.682428,0.099482,-0.723303,2.460536,1.043377,-0.108762
14201,39.447222,-0.032353,-0.679828,0.101845,-0.725545,2.461817,1.043264,-0.107796
14202,39.450000,-0.027875,-0.671088,0.105571,-0.733293,2.463210,1.042746,-0.107001
14203,39.452778,-0.023641,-0.661036,0.109422,-0.741956,2.463870,1.042870,-0.107481
14204,39.455556,-0.029584,-0.660957,0.110996,-0.741579,2.464240,1.043849,-0.108198
14205,39.458333,-0.028917,-0.658086,0.110165,-0.744278,2.465596,1.043235,-0.109439
14206,39.461111,-0.032336,-0.664997,0.109325,-0.738094,2.466095,1.042629,-0.110215
14207,39.463889,-0.031749,-0.664023,0.107940,-0.739198,2.467826,1.041121,-0.110449
14208,39.466667,-0.033449,-0.666102,0.110436,-0.736881,2.468442,1.041146,-0.110698
14209,39.469444,-0.037791,-0.674895,0.110726,-0.728580,2.468594,1.041094,-0.111503
14210,39.472222,-0.034566,-0.669074,0.111124,-0.734028,2.470559,1.040203,-0.111617
14211,39.475000,-0.037838,-0.671125,0.109100,-0.732295,2.471685,1.039792,-0.112713
14212,39.477778,-0.044527,-0.680075,0.105368,-0.724164,2.472432,1.039805,-0.113723
14213,39.480556,-0.044169,-0.679073,0.105696,-0.725077,2.473471,1.039788,-0.114594
14214,39.483333,-0.045581,-0.678152,0.108868,-0.725383,2.474302,1.040864,-0.115002
14215,39.486111,-0.042817,-0.675877,0.111038,-0.727343,2.475436,1.040461,-0.115001
14216,39.488889,-0.042994,-0.675969,0.111585,-0.727163,2.476513,1.039385,-0.114808
14217,39.491667,-0.042291,-0.677015,0.113243,-0.725974,2.477387,1.039962,-0.114452
14218,39.494444,-0.042993,-0.675538,0.111737,-0.727540,2.478900,1.039021,-0.115314
14219,39.497222,-0.047655,-0.674482,0.108446,-0.728726,2.479733,1.037911,-0.117058
14220,39.500000,-0.051893,-0.672573,0.107266,-0.730374,2.480604,1.037781,-0.118180
14221,39.502778,-0.054343,-0.670587,0.106569,-0.732122,2.481534,1.037744,-0.118756
14222,39.505556,-0.054015,-0.671613,0.106755,-0.731178,2.482751,1.037506,-0.117965
14223,39.508333,-0.053238,-0.674250,0.107087,-0.728756,2.483990,1.037054,-0.116749
14224,39.511111,-0.048471,-0.674921,0.110434,-0.727967,2.484969,1.036206,-0.115769
14225,39.513889,-0.049578,-0.684550,0.112513,-0.718522,2.485748,1.036199,-0.114658
14226,39.516667,-0.042644,-0.681963,0.115341,-0.720974,2.487567,1.035806,-0.112884
14227,39.519444,-0.041322,-0.683279,0.118168,-0.719346,2.488438,1.035763,-0.112039
14228,39.522222,-0.042538,-0.684214,0.119158,-0.718222,2.489645,1.035403,-0.111946
14229,39.525000,-0.040449,-0.683275,0.121051,-0.718920,2.490583,1.034448,-0.112056
14230,39.527778,-0.037821,-0.680903,0.122876,-0.721001,2.491884,1.033881,-0.111351
14231,39.530556,-0.033565,-0.675637,0.126343,-0.725552,2.493370,1.033545,-0.110873
14232,39.533333,-0.029808,-0.664863,0.130368,-0.734896,2.494197,1.033475,-0.110788
14233,39.536111,-0.031851,-0.660120,0.132226,-0.738745,2.494750,1.033284,-0.111704
14234,39.538889,-0.033570,-0.655510,0.131879,-0.742824,2.496371,1.033199,-0.112300
14235,39.541667,-0.038116,-0.662428,0.130529,-0.736681,2.496915,1.032725,-0.113574
14236,39.544444,-0.038171,-0.666557,0.133490,-0.732410,2.497865,1.032279,-0.114023
14237,39.547222,-0.041062,-0.670880,0.132111,-0.728547,2.499173,1.031742,-0.114428
14238,39.550000,-0.041138,-0.673745,0.132802,-0.725768,2.500172,1.030820,-0.115005
14239,39.552778,-0.042499,-0.676395,0.130554,-0.723630,2.501216,1.030560,-0.115492
14240,39.555556,-0.043405,-0.674463,0.127839,-0.725860,2.503034,1.028929,-0.117176
14241,39.558333,-0.046521,-0.675673,0.127047,-0.724680,2.503890,1.028340,-0.118374
14242,39.561111,-0.047247,-0.677115,0.124136,-0.723791,2.505831,1.027679,-0.120111
14243,39.563889,-0.047792,-0.675119,0.124894,-0.725488,2.507050,1.027998,-0.120897
14244,39.566667,-0.049335,-0.682232,0.098854,-0.722740,2.507188,1.029903,-0.119820
14245,39.569444,-0.047838,-0.677427,0.127332,-0.722904,2.508878,1.027236,-0.120446
14246,39.572222,-0.044763,-0.676404,0.130451,-0.723503,2.510421,1.026941,-0.119890
14247,39.575000,-0.045999,-0.676111,0.127804,-0.724171,2.511902,1.026295,-0.121182
14248,39.577778,-0.049739,-0.672340,0.125328,-0.727859,2.513108,1.025067,-0.122445
14249,39.580556,-0.055425,-0.670510,0.122232,-0.729660,2.514062,1.024375,-0.124298
14250,39.583333,-0.057763,-0.669286,0.120167,-0.730944,2.515290,1.024102,-0.125139
14251,39.586111,-0.055934,-0.667897,0.121788,-0.732088,2.516685,1.023425,-0.125039
14252,39.588889,-0.054596,-0.672730,0.122747,-0.727590,2.517780,1.022925,-0.123668
14253,39.591667,-0.050392,-0.674051,0.124728,-0.726332,2.519377,1.022116,-0.122199
14254,39.594444,-0.051382,-0.682727,0.126147,-0.717865,2.520249,1.021767,-0.121332
14255,39.597222,-0.045930,-0.679029,0.127164,-0.721553,2.522430,1.021108,-0.119857
14256,39.600000,-0.042983,-0.679851,0.129663,-0.720515,2.523800,1.020685,-0.119535
14257,39.602778,-0.044321,-0.682100,0.131400,-0.717990,2.524994,1.020288,-0.119962
14258,39.605556,-0.041751,-0.680959,0.133945,-0.718757,2.526121,1.019139,-0.119899
14259,39.608333,-0.039303,-0.680682,0.136065,-0.718758,2.527401,1.018621,-0.119337
14260,39.611111,-0.035074,-0.673506,0.138070,-0.725324,2.529471,1.018299,-0.119043
14261,39.613889,-0.038811,-0.669572,0.138523,-0.728682,2.529800,1.018555,-0.119726
14262,39.616667,-0.041375,-0.664918,0.137847,-0.732919,2.531185,1.018580,-0.120520
14263,39.619444,-0.041544,-0.663411,0.136633,-0.734500,2.532828,1.017165,-0.122497
14264,39.622222,-0.038307,-0.662841,0.136947,-0.735132,2.534805,1.015940,-0.122595
14265,39.625000,-0.038966,-0.664899,0.135836,-0.733443,2.536048,1.015154,-0.122654
14266,39.627778,-0.044192,-0.671356,0.135614,-0.727280,2.537043,1.015051,-0.124019
14267,39.630556,-0.047540,-0.673558,0.134483,-0.725241,2.538246,1.014655,-0.125076
14268,39.633333,-0.047165,-0.672165,0.130434,-0.727294,2.540149,1.013364,-0.127274
14269,39.636111,-0.053071,-0.676436,0.127293,-0.723474,2.541197,1.011904,-0.129055
14270,39.638889,-0.052569,-0.678602,0.125254,-0.721836,2.543259,1.011927,-0.130048
14271,39.641667,-0.044877,-0.682426,0.096744,-0.723133,2.543186,1.013736,-0.130367
14272,39.644444,-0.050146,-0.672401,0.127910,-0.727324,2.546490,1.011462,-0.131348
14273,39.647222,-0.052007,-0.679394,0.126888,-0.720846,2.547563,1.010644,-0.131775
14274,39.650000,-0.051058,-0.679475,0.128545,-0.720544,2.548838,1.010108,-0.131307
14275,39.652778,-0.049470,-0.677741,0.128126,-0.722360,2.550573,1.009439,-0.131636
14276,39.655556,-0.052216,-0.674076,0.125020,-0.726130,2.551980,1.008383,-0.133280
14277,39.658333,-0.058826,-0.674216,0.120299,-0.726292,2.553423,1.007210,-0.135361
14278,39.661111,-0.061058,-0.672085,0.118584,-0.728363,2.554743,1.006394,-0.136993
14279,39.663889,-0.062767,-0.669820,0.119414,-0.730166,2.556080,1.006575,-0.137228
14280,39.666667,-0.060390,-0.673373,0.119159,-0.727133,2.557552,1.005630,-0.136020
14281,39.669444,-0.055481,-0.673035,0.120510,-0.727615,2.559505,1.004998,-0.134467
